gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
PDZRN4	0.194770362	0.153215728	6.566224994	1.01E-10	2.21E-10	13.35283973
SAMD4B	0.356301493	0.231812214	6.564203524	1.02E-10	2.24E-10	13.34036043
ALAD	0.242115823	-0.120814071	6.563851105	1.02E-10	2.25E-10	13.33818517
QRFP	-0.258225443	-0.031698236	-6.563288757	1.03E-10	2.25E-10	13.33471434
KCNAB3	0.224365278	-0.039917111	6.563244199	1.03E-10	2.25E-10	13.33443935
FAM100A	-0.596346758	0.918441132	-6.56307256	1.03E-10	2.26E-10	13.33338005
FLJ30934	-0.286617728	0.130932199	-6.562556984	1.03E-10	2.26E-10	13.33019823
DKFZp686D0972	0.572241741	-0.288865759	6.562446407	1.03E-10	2.26E-10	13.32951585
C1orf156	0.145798724	0.29285241	6.561303053	1.04E-10	2.28E-10	13.32246066
THBS2	-0.929669864	-0.893559638	-6.560804982	1.04E-10	2.29E-10	13.3193876
UNC119	-0.322602432	0.327207635	-6.560790098	1.04E-10	2.29E-10	13.31929577
OR5B2	0.237176454	0.165857809	6.559609373	1.05E-10	2.30E-10	13.31201163
SLC35F5	0.405248599	-0.068438362	6.559393453	1.05E-10	2.31E-10	13.31067969
GJB6	-1.181373128	-0.127182421	-6.559282583	1.05E-10	2.31E-10	13.3099958
MIER3	0.215227567	0.094496639	6.559228449	1.05E-10	2.31E-10	13.30966187
FLJ37464	0.357323414	0.098660814	6.559064357	1.06E-10	2.31E-10	13.3086497
HS3ST1	0.245786026	-0.035569365	6.558630829	1.06E-10	2.32E-10	13.30597566
GABRR1	0.288226954	0.180160976	6.558033804	1.06E-10	2.33E-10	13.30229341
SPRR1B	-0.293323849	0.594607172	-6.55762475	1.06E-10	2.33E-10	13.29977067
CHRM3	0.278030342	-0.365933149	6.556966373	1.07E-10	2.34E-10	13.29571059
TMEM18	0.395158635	-0.546181729	6.55179757	1.10E-10	2.42E-10	13.26384813
CPSF3L	-0.225879572	0.332994709	-6.551769803	1.11E-10	2.42E-10	13.26367703
FAM116B	0.21962944	-0.313910929	6.549634891	1.12E-10	2.45E-10	13.25052315
IL1B	-1.254157985	-1.194260997	-6.54830764	1.13E-10	2.47E-10	13.24234744
NMUR2	-0.328609145	-0.017368176	-6.548126968	1.13E-10	2.47E-10	13.24123464
OR8B12	0.137740658	0.141833077	6.547110425	1.14E-10	2.49E-10	13.23497399
ADH4	0.245166926	-0.031167756	6.546904618	1.14E-10	2.49E-10	13.23370658
NRBP1	0.13578449	-0.004261022	6.546903715	1.14E-10	2.49E-10	13.23370103
THAP10	0.46634088	-0.334014126	6.546311381	1.14E-10	2.50E-10	13.23005348
FLJ43505	-0.305693544	0.11603799	-6.545795387	1.15E-10	2.51E-10	13.22687627
SNAI1	-0.485628894	0.221727355	-6.54551951	1.15E-10	2.51E-10	13.22517766
NKX1.1	0.2593989	-0.162764884	6.545139462	1.15E-10	2.52E-10	13.22283776
DNAJA3	0.187434867	-0.121632655	6.544245539	1.16E-10	2.53E-10	13.21733448
SLC1A1	0.296496351	3.28E-06	6.54416406	1.16E-10	2.53E-10	13.2168329
MFSD9	0.21175339	0.311689656	6.543289735	1.17E-10	2.55E-10	13.21145097
ZNF205	-0.354988456	0.280417352	-6.542739747	1.17E-10	2.56E-10	13.20806584
NODAL	0.270945708	-0.037202466	6.54213343	1.17E-10	2.57E-10	13.20433429
C9orf95	0.563329889	-0.361789536	6.54121212	1.18E-10	2.58E-10	13.19866472
EIF2S1	0.595641824	-0.476791945	6.541197795	1.18E-10	2.58E-10	13.19857657
C18orf25	-0.238266987	0.223692609	-6.539575295	1.19E-10	2.61E-10	13.18859374
SIRPB2	-0.241021836	0.380726759	-6.539474092	1.19E-10	2.61E-10	13.18797114
PCNA	-0.346556992	-0.287153362	-6.53934198	1.20E-10	2.61E-10	13.1871584
TRAF2	-0.384314563	-0.047252692	-6.536239719	1.22E-10	2.66E-10	13.16807768
RIT1	-0.276028409	0.316015836	-6.535668069	1.22E-10	2.67E-10	13.16456257
DNAH5	0.419072907	-0.157483077	6.535338964	1.23E-10	2.68E-10	13.16253901
MAT1A	-0.211779236	0.321552814	-6.53487712	1.23E-10	2.68E-10	13.15969943
RBL2	-0.430062527	0.661672157	-6.533180148	1.24E-10	2.71E-10	13.14926736
C21orf117	0.149406934	0.159247133	6.533179482	1.24E-10	2.71E-10	13.14926327
TMEM151A	0.709733241	0.528776004	6.533081839	1.24E-10	2.71E-10	13.14866308
CLCN6	0.133783067	0.082272872	6.532171702	1.25E-10	2.73E-10	13.14306912
TGIF2LX	0.157208205	0.146939864	6.530456938	1.26E-10	2.76E-10	13.13253156
SLC22A5	-0.161264473	0.095149259	-6.529034769	1.28E-10	2.78E-10	13.1237939
ZNF367	-0.256518133	0.42431203	-6.527025277	1.29E-10	2.82E-10	13.11145067
C14orf159	-0.305772247	0.150030457	-6.526785004	1.29E-10	2.82E-10	13.10997502
NMT1	-0.347222065	0.218870529	-6.524767473	1.31E-10	2.86E-10	13.0975862
NPHP3	-0.295176215	-0.285643407	-6.524216005	1.31E-10	2.87E-10	13.09420045
BMP1	-0.272847886	0.593642372	-6.52309975	1.32E-10	2.89E-10	13.08734795
RBM19	-0.176337861	0.108482915	-6.522620643	1.33E-10	2.89E-10	13.08440712
JUNB	-1.097624539	1.019263411	-6.522486878	1.33E-10	2.90E-10	13.08358608
ANLN	-1.338732731	-1.693800554	-6.521613503	1.34E-10	2.91E-10	13.07822575
EIF4A1	0.385948261	-0.557700365	6.520588434	1.34E-10	2.93E-10	13.07193521
FBLIM1	-0.33182249	0.070516988	-6.519251326	1.36E-10	2.95E-10	13.0637311
RTDR1	0.244914189	0.161754776	6.518205527	1.37E-10	2.97E-10	13.05731542
CCDC109B	-0.660518214	-0.713470891	-6.514649981	1.40E-10	3.04E-10	13.03550994
SFTPA1B	0.162689013	-0.204182356	6.514061866	1.40E-10	3.05E-10	13.03190416
NT5DC4	0.356293067	-0.119374275	6.513669332	1.40E-10	3.06E-10	13.02949766
EFEMP1	-0.572885834	0.019108409	-6.513293665	1.41E-10	3.07E-10	13.02719469
ELF3	0.117932405	0.347591959	6.512058085	1.42E-10	3.09E-10	13.01962098
C6orf134	0.231622876	0.515382087	6.511524225	1.42E-10	3.10E-10	13.01634898
MTA1	-0.51338736	0.686949424	-6.509312206	1.44E-10	3.14E-10	13.00279417
LGTN	-0.339087198	0.054866268	-6.509055319	1.45E-10	3.15E-10	13.00122028
CATSPER3	-0.230740245	0.295417092	-6.50896825	1.45E-10	3.15E-10	13.00068684
WBSCR27	0.419913031	-0.09277234	6.507928101	1.46E-10	3.17E-10	12.99431472
ZBTB26	0.22596398	0.044579561	6.505494259	1.48E-10	3.22E-10	12.97940814
CLIC6	-0.150597926	-0.043465439	-6.505073632	1.48E-10	3.22E-10	12.97683242
NEIL3	0.268747776	0.070239593	6.504485298	1.49E-10	3.24E-10	12.97322999
ATF3	-0.342592053	-0.104044805	-6.504146796	1.49E-10	3.24E-10	12.97115744
KCNH4	0.395026811	-0.034029274	6.502905278	1.50E-10	3.27E-10	12.96355679
FAM130A2	0.680658378	-0.491209323	6.501913539	1.51E-10	3.29E-10	12.95748623
RNF214	0.132482339	0.095226262	6.501643379	1.51E-10	3.29E-10	12.95583269
CXorf18	0.243727339	-0.037071005	6.50131248	1.52E-10	3.30E-10	12.95380747
KRTAP13.3	0.208049009	0.12973788	6.500513484	1.53E-10	3.32E-10	12.94891771
SPRY2	0.440156118	-0.480989909	6.500040568	1.53E-10	3.33E-10	12.94602377
LOC152663	0.169787092	0.034455121	6.499413478	1.54E-10	3.34E-10	12.94218667
CLOCK	-0.185474486	0.136968066	-6.49876165	1.54E-10	3.35E-10	12.93819855
ZNF492	0.591379238	-0.148879908	6.496179093	1.57E-10	3.41E-10	12.92240102
LOC151658	-0.191586972	0.292468005	-6.493974303	1.59E-10	3.45E-10	12.9089187
LOC440117	-0.346688096	0.798922687	-6.493944484	1.59E-10	3.45E-10	12.90873639
GPR101	0.218916499	0.017617509	6.493840851	1.59E-10	3.45E-10	12.90810277
OR2W1	-0.385443813	0.301543793	-6.492989888	1.60E-10	3.47E-10	12.90290029
PDCD5	0.164188464	-0.194166195	6.49278821	1.60E-10	3.48E-10	12.9016674
LOC574538	0.311140303	0.285636205	6.491477311	1.61E-10	3.50E-10	12.89365445
SRR	0.357393768	-0.183822771	6.490892657	1.62E-10	3.52E-10	12.89008118
METT5D1	-0.277657065	-0.054873931	-6.49071366	1.62E-10	3.52E-10	12.88898724
RAPGEFL1	-0.249707444	0.107757354	-6.489526927	1.63E-10	3.55E-10	12.88173526
SLC17A6	0.496998763	-0.416362692	6.488473191	1.64E-10	3.57E-10	12.87529699
ZNF629	0.273263054	-0.123943772	6.488223944	1.65E-10	3.57E-10	12.87377423
ATP5J2	0.258043424	0.175469307	6.48782093	1.65E-10	3.58E-10	12.87131217
GPX6	-0.167709665	0.058387828	-6.485409589	1.68E-10	3.64E-10	12.85658379
CSNK1G2	-0.290516286	0.193815422	-6.482779104	1.70E-10	3.70E-10	12.84052243
EPC1	0.291268322	-0.28704536	6.481520229	1.72E-10	3.73E-10	12.83283796
EIF2S3	0.249793198	-0.307305121	6.48097706	1.72E-10	3.74E-10	12.82952273
USE1	-0.209799361	-0.075733262	-6.480976553	1.72E-10	3.74E-10	12.82951964
FOXN2	-0.26027656	-0.218360353	-6.478945943	1.75E-10	3.79E-10	12.81712803
NLGN3	0.426266769	-0.403699898	6.477312556	1.76E-10	3.82E-10	12.80716293
VNN3	-0.221858354	0.204996444	-6.476423696	1.77E-10	3.84E-10	12.80174104
HELB	-0.562050043	-0.521872297	-6.476307589	1.77E-10	3.85E-10	12.80103285
C11orf48	0.218635799	0.128268758	6.475523709	1.78E-10	3.87E-10	12.79625195
OR8G1	0.281551879	-0.224094887	6.474789599	1.79E-10	3.88E-10	12.79177505
SPATA6	-0.312806799	-0.263355791	-6.47388795	1.80E-10	3.90E-10	12.78627705
LUC7L2	-0.429514188	-0.289445919	-6.473711772	1.80E-10	3.91E-10	12.78520284
SLC6A15	0.538319061	-0.663009815	6.473402498	1.81E-10	3.92E-10	12.78331718
KRTAP19.3	0.158704132	0.104415153	6.47258626	1.82E-10	3.94E-10	12.77834091
RERE	-0.334956177	-0.012991914	-6.471070062	1.83E-10	3.97E-10	12.76909874
SYN1	-0.193833387	0.206180652	-6.470585618	1.84E-10	3.98E-10	12.76614616
C17orf66	-0.238278427	-0.031456235	-6.470443287	1.84E-10	3.99E-10	12.76527872
MOBP	1.227754221	-0.692195455	6.468561515	1.86E-10	4.03E-10	12.75381181
TXNDC15	0.21472499	-0.141488173	6.467730603	1.87E-10	4.05E-10	12.74874944
RINT1	0.231314773	-0.053860458	6.467624709	1.87E-10	4.06E-10	12.74810431
ADAM22	0.180214124	0.277071414	6.464296304	1.91E-10	4.14E-10	12.72783192
TRIP12	-0.263695255	-0.31183528	-6.463677312	1.92E-10	4.16E-10	12.72406283
GAN	-0.197227213	0.073328622	-6.4634966	1.92E-10	4.16E-10	12.72296253
PNPLA2	-0.245842881	0.597874944	-6.463479043	1.92E-10	4.16E-10	12.72285563
GHR	-0.411644245	0.122859142	-6.462857275	1.93E-10	4.18E-10	12.71907006
SMA4	-1.033335812	-0.795383013	-6.461014222	1.95E-10	4.22E-10	12.70785074
CRABP1	-0.26769813	0.11337091	-6.460811415	1.95E-10	4.23E-10	12.70661635
PKN2	-0.237774154	0.126508075	-6.460603817	1.96E-10	4.23E-10	12.70535284
MBD3L1	-0.3519657	0.299094346	-6.458895907	1.98E-10	4.28E-10	12.69495929
NARFL	-0.352487201	0.030203694	-6.458613943	1.98E-10	4.29E-10	12.69324362
UBE3B	-0.242881669	0.139658624	-6.458485547	1.98E-10	4.29E-10	12.6924624
DHX16	-0.179551106	0.001321361	-6.457139751	2.00E-10	4.32E-10	12.68427468
C2orf33	0.280653619	-0.213646632	6.456619851	2.01E-10	4.34E-10	12.68111206
OR1E1	-0.249341422	0.337304941	-6.45592409	2.02E-10	4.36E-10	12.67688001
KIAA1219	-0.171374669	-0.029597493	-6.45546935	2.02E-10	4.37E-10	12.67411421
C19orf55	0.184748304	-0.131155474	6.455433606	2.02E-10	4.37E-10	12.67389681
ACSM5	-0.418990231	0.061645594	-6.455123692	2.03E-10	4.38E-10	12.67201198
RGS10	-0.825312232	-0.22864475	-6.452349666	2.06E-10	4.45E-10	12.65514448
CAMSAP1L1	0.522936586	-0.625186438	6.451646556	2.07E-10	4.47E-10	12.65087024
FER	-0.242469734	0.046098549	-6.451638208	2.07E-10	4.47E-10	12.65081949
SHD	0.370033917	0.150068131	6.451567846	2.07E-10	4.47E-10	12.65039178
DPH2	0.138050192	-0.102800078	6.450008643	2.09E-10	4.52E-10	12.64091487
ODF2	0.261739669	-0.325004456	6.447078071	2.13E-10	4.60E-10	12.62310821
KRT3	-0.128125934	0.213933804	-6.445044715	2.16E-10	4.66E-10	12.61075742
COL10A1	0.216429858	-0.050377837	6.44503176	2.16E-10	4.66E-10	12.61067874
SPG7	0.121423271	0.234701778	6.444368348	2.17E-10	4.68E-10	12.60664987
OGFOD1	0.229509144	0.124552126	6.444114468	2.17E-10	4.68E-10	12.60510816
UPK1B	-0.477298216	0.283709819	-6.444018719	2.17E-10	4.68E-10	12.60452673
PDP2	-0.302028436	-0.050806195	-6.443979396	2.17E-10	4.68E-10	12.60428795
AMOT	0.294621905	-0.050876447	6.442567696	2.19E-10	4.73E-10	12.59571644
GUCY1A3	0.305332512	-0.202337302	6.441861719	2.20E-10	4.75E-10	12.59143053
TPSB2	-0.202079274	0.224710928	-6.441790529	2.20E-10	4.75E-10	12.59099837
NEUROD2	-0.811455242	1.05942262	-6.441053994	2.21E-10	4.77E-10	12.58652745
FAIM3	0.315308681	0.583357666	6.441038325	2.21E-10	4.77E-10	12.58643234
HERC3	0.271635027	0.720018542	6.439366725	2.23E-10	4.82E-10	12.57628707
SPTBN5	-0.255329459	0.206822464	-6.438909817	2.24E-10	4.83E-10	12.57351441
FLJ22222	0.503051518	0.091589166	6.437865397	2.26E-10	4.86E-10	12.5671772
OCLN	-0.314182642	-0.205378798	-6.437088719	2.27E-10	4.89E-10	12.56246516
CD164	-0.604694192	-0.682587016	-6.436981266	2.27E-10	4.89E-10	12.56181329
PMS1	0.30286227	0.175858656	6.436899013	2.27E-10	4.89E-10	12.56131431
CD274	0.293514351	0.299248506	6.435408705	2.29E-10	4.93E-10	12.55227438
SEC11A	-0.153970918	0.069138784	-6.433512442	2.32E-10	4.99E-10	12.54077469
HIST3H2A	0.463752663	-0.677542703	6.433422108	2.32E-10	4.99E-10	12.54022695
AKNA	0.167231216	0.254727284	6.432999144	2.32E-10	5.01E-10	12.53766237
BACE1	0.234363181	-0.306288247	6.431231145	2.35E-10	5.06E-10	12.52694399
C17orf38	-0.438981698	0.144106301	-6.43059657	2.36E-10	5.08E-10	12.52309756
INADL	-0.297619198	-0.138843572	-6.429024645	2.38E-10	5.13E-10	12.5135709
BBS4	0.189171951	-0.140612108	6.426434721	2.42E-10	5.21E-10	12.49787917
MAP3K2	-0.387258824	-0.424258133	-6.426298812	2.42E-10	5.22E-10	12.49705588
PRRX2	-0.756542483	0.456902732	-6.425761733	2.43E-10	5.23E-10	12.49380261
KLK11	-0.364892994	0.096329381	-6.424503062	2.45E-10	5.27E-10	12.48617936
LIPA	-0.673443964	-0.57641812	-6.423890907	2.46E-10	5.29E-10	12.48247226
C19orf61	0.222053888	-0.105249546	6.423786547	2.46E-10	5.30E-10	12.48184031
CD200R1	0.269755371	-0.294145144	6.422409648	2.48E-10	5.34E-10	12.47350334
LOC390933	0.356105798	0.496483161	6.422051839	2.49E-10	5.35E-10	12.47133711
TFAM	-0.239737615	0.309730389	-6.421168372	2.50E-10	5.38E-10	12.46598892
YIPF6	-0.212749853	0.175999449	-6.42020083	2.52E-10	5.41E-10	12.46013251
N4BP2	-0.762811185	0.164909131	-6.419448285	2.53E-10	5.44E-10	12.455578
FAM63B	-0.330427121	0.175228734	-6.418885439	2.54E-10	5.46E-10	12.45217188
FAM27A	0.220167132	-0.008087983	6.418123031	2.55E-10	5.48E-10	12.44755852
C5orf3	-0.30699397	0.020319876	-6.416646344	2.57E-10	5.53E-10	12.43862441
CENTD3	-0.456077121	0.489591506	-6.415993573	2.58E-10	5.55E-10	12.43467566
MED16	-0.268337241	0.152580144	-6.415858331	2.59E-10	5.56E-10	12.4338576
GLIS2	-0.24622346	0.209147694	-6.415524547	2.59E-10	5.57E-10	12.43183864
GBF1	0.284006305	0.466633511	6.414290607	2.61E-10	5.61E-10	12.42437573
TRGC2	-0.324354132	0.179023551	-6.413949789	2.62E-10	5.62E-10	12.42231468
PMP22	-0.758209634	-0.395750862	-6.412568144	2.64E-10	5.67E-10	12.41396036
SGSH	-0.248065182	0.286068305	-6.410590968	2.67E-10	5.74E-10	12.40200785
KRTAP19.5	0.306369314	-0.054956418	6.410568859	2.67E-10	5.74E-10	12.40187421
CRYBB1	0.292720197	0.15161262	6.410560648	2.67E-10	5.74E-10	12.40182458
CPXM2	-0.990168418	0.157495421	-6.409886473	2.68E-10	5.76E-10	12.3977498
CHRDL1	0.601610986	0.432181228	6.407700324	2.72E-10	5.84E-10	12.38453909
ZFP91.CNTF	-0.235647622	0.017185613	-6.407237194	2.73E-10	5.86E-10	12.38174096
PTBP2	0.338062484	-0.295262659	6.405307127	2.76E-10	5.93E-10	12.37008181
RUFY2	0.416743774	-0.029333937	6.40469991	2.77E-10	5.95E-10	12.36641438
PIK3R1	0.338191172	0.529972414	6.404394233	2.78E-10	5.96E-10	12.3645683
JMJD2C	-0.160320204	-0.093921242	-6.401708099	2.82E-10	6.06E-10	12.34834915
LOC387876	-0.285596137	0.396345296	-6.401178588	2.83E-10	6.08E-10	12.34515263
CDC2L6	-0.451167592	-0.008690276	-6.40100295	2.83E-10	6.08E-10	12.34409239
OR2AT4	-0.349548931	0.455211656	-6.400592295	2.84E-10	6.10E-10	12.3416136
MRGPRX2	0.180290223	0.126833237	6.39846642	2.88E-10	6.18E-10	12.32878363
RPL15	0.176708708	0.042078297	6.39764039	2.89E-10	6.21E-10	12.32379944
COMMD5	-0.182319047	-0.124843287	-6.396879359	2.91E-10	6.24E-10	12.31920795
SNORD46	-0.146666555	-0.066480594	-6.39618429	2.92E-10	6.26E-10	12.31501485
G0S2	-1.004176875	-0.017423658	-6.39547631	2.93E-10	6.29E-10	12.31074428
TRAF5	0.380648061	-0.068952933	6.394940721	2.94E-10	6.31E-10	12.30751387
ATG16L1	0.22113512	-0.062796489	6.394828182	2.94E-10	6.31E-10	12.30683511
PCDHB5	-0.396814701	-0.137663026	-6.394448209	2.95E-10	6.33E-10	12.30454348
LPL	-0.673522224	-0.331009997	-6.392602388	2.99E-10	6.40E-10	12.29341296
C10orf119	-0.219155009	0.099718017	-6.390122243	3.03E-10	6.50E-10	12.2784619
C14orf118	0.188222882	-0.00072774	6.389837062	3.04E-10	6.51E-10	12.27674308
OR7D4	0.350221039	-0.264018452	6.388673093	3.06E-10	6.55E-10	12.26972838
ZNF780A	-0.254398384	-0.267028576	-6.388298497	3.07E-10	6.57E-10	12.2674711
TAS1R2	-0.216211446	0.116314568	-6.388152256	3.07E-10	6.57E-10	12.2665899
LOC348120	0.237615661	0.143003511	6.388112648	3.07E-10	6.58E-10	12.26635124
NR5A2	0.143667981	0.16173448	6.387715099	3.08E-10	6.59E-10	12.26395585
ANKRD20A1	0.373569142	0.109700875	6.387096029	3.09E-10	6.62E-10	12.26022596
MOCOS	-0.42214996	-0.092427728	-6.386627855	3.10E-10	6.63E-10	12.25740543
LRRC27	0.256218685	0.262991188	6.385730299	3.11E-10	6.67E-10	12.2519986
RCL1	-0.30822408	0.008121759	-6.384866424	3.13E-10	6.71E-10	12.2467953
VTN	-0.228935595	0.375716092	-6.384491799	3.14E-10	6.72E-10	12.24453904
TSG101	-0.36356052	-0.058001609	-6.383458591	3.16E-10	6.76E-10	12.23831695
MGC5618	-0.442017531	0.107689803	-6.38230017	3.18E-10	6.81E-10	12.23134189
SH3RF2	0.286961946	0.371179825	6.381708104	3.19E-10	6.83E-10	12.22777738
FLJ13195	0.434304255	-0.22735076	6.381465406	3.20E-10	6.84E-10	12.22631631
ACP5	-0.494894774	0.408724989	-6.381335468	3.20E-10	6.85E-10	12.22553409
TMEM55A	-0.388027026	-0.397862105	-6.381046401	3.21E-10	6.86E-10	12.22379398
C20orf67	0.133902764	0.312367441	6.381046381	3.21E-10	6.86E-10	12.22379386
IMPG1	0.304977717	-0.553179799	6.380718777	3.21E-10	6.87E-10	12.22182184
ANKRD26	0.477309151	-0.605262588	6.380110123	3.22E-10	6.90E-10	12.21815828
NMUR1	0.222443761	0.415600732	6.377373872	3.28E-10	7.01E-10	12.2016923
PRKRIR	0.256751647	-0.21729542	6.376687752	3.29E-10	7.04E-10	12.19756441
SHCBP1	0.398627506	-0.384740477	6.375202641	3.32E-10	7.11E-10	12.18863092
SEMA4B	-0.480830793	0.458717709	-6.37504312	3.33E-10	7.11E-10	12.18767145
LOC402057	-0.32202078	0.216613815	-6.374919055	3.33E-10	7.12E-10	12.18692525
CDC2L1	-0.269269258	-0.02280487	-6.37352984	3.36E-10	7.18E-10	12.17857062
FBXL12	0.265693197	0.303298586	6.37222359	3.39E-10	7.24E-10	12.17071641
LOC221442	-0.534191302	0.237800436	-6.37139239	3.40E-10	7.27E-10	12.16571932
AIM1L	0.334263329	0.128953076	6.370999273	3.41E-10	7.29E-10	12.16335614
TLX3	-0.273351659	0.156739626	-6.368846366	3.46E-10	7.38E-10	12.15041649
WDR53	-0.278914278	-0.418904894	-6.36876423	3.46E-10	7.39E-10	12.14992291
OR6B1	0.22861587	0.087008085	6.368754381	3.46E-10	7.39E-10	12.14986372
DHX33	0.26614394	-0.401691987	6.366492878	3.51E-10	7.49E-10	12.13627574
OPHN1	-0.420666838	0.810446642	-6.365965718	3.52E-10	7.51E-10	12.13310898
PURB	-0.241030319	-0.189553203	-6.364875917	3.54E-10	7.56E-10	12.12656305
GARNL4	0.807959956	0.068009501	6.364781524	3.54E-10	7.57E-10	12.12599612
COL1A1	-0.32626908	0.216171687	-6.364408406	3.55E-10	7.58E-10	12.12375524
ZNF560	-0.308203239	-0.442339991	-6.363964402	3.56E-10	7.60E-10	12.12108877
LOC729178	0.416193941	0.225896725	6.363665689	3.57E-10	7.62E-10	12.11929495
FAM87A	0.534967998	-0.707058006	6.36227548	3.60E-10	7.68E-10	12.11094747
FAM108B1	-0.375107015	-0.135675398	-6.361706259	3.61E-10	7.71E-10	12.10753006
RASIP1	-0.391548941	0.460637202	-6.361353896	3.62E-10	7.72E-10	12.10541473
AOC3	-0.956042321	0.172917399	-6.360561671	3.64E-10	7.76E-10	12.10065917
C8orf74	-0.440164571	0.414219848	-6.359984166	3.65E-10	7.79E-10	12.09719287
PLA2G4F	0.175496286	0.141172504	6.35975576	3.66E-10	7.80E-10	12.095822
SLC2A7	0.372547838	0.117627325	6.359434224	3.66E-10	7.81E-10	12.09389226
DEFB123	-0.18443778	0.44562748	-6.359311247	3.67E-10	7.82E-10	12.09315422
TBX2	-0.27422988	0.29380892	-6.358857979	3.68E-10	7.84E-10	12.09043406
STARD6	0.269963399	-0.180224067	6.358672248	3.68E-10	7.85E-10	12.0893195
FAM134B	0.519226182	-0.469166905	6.358561601	3.68E-10	7.85E-10	12.08865552
ZNF493	0.237683938	-0.129153663	6.356864001	3.72E-10	7.93E-10	12.07846982
UTY	0.388805621	-0.16114902	6.355566258	3.75E-10	7.99E-10	12.07068491
COL3A1	-0.842710904	0.112741029	-6.35519886	3.76E-10	8.01E-10	12.06848122
UBE2Z	0.374622381	-0.098341042	6.354084072	3.79E-10	8.07E-10	12.06179531
CD160	0.203161904	0.142214045	6.353872076	3.79E-10	8.08E-10	12.06052398
ANKMY1	0.148911092	0.163078313	6.352601846	3.82E-10	8.14E-10	12.0529073
NDUFB6	0.197889785	-0.36202281	6.352469687	3.82E-10	8.14E-10	12.05211491
ZNF7	0.176724349	0.019409247	6.352368982	3.83E-10	8.15E-10	12.05151112
ZC3H3	-0.269433587	0.435706923	-6.351867107	3.84E-10	8.17E-10	12.0485022
PLA2G5	0.878606192	0.101812557	6.350921279	3.86E-10	8.22E-10	12.0428322
ZSCAN2	0.18609404	0.101184536	6.350450964	3.87E-10	8.24E-10	12.04001305
ESPL1	0.192262799	0.036766954	6.350053265	3.88E-10	8.26E-10	12.03762933
TMEM42	0.252818323	-0.077123295	6.349428817	3.90E-10	8.29E-10	12.03388678
LOC728773	-0.418041279	0.199152627	-6.348231971	3.92E-10	8.35E-10	12.02671457
WNT8A	0.356660496	0.158251005	6.348152146	3.93E-10	8.36E-10	12.02623625
ANXA8L2	-0.220405353	0.08524088	-6.347925859	3.93E-10	8.37E-10	12.02488036
NF1P1	0.304394839	0.184810784	6.346631409	3.96E-10	8.43E-10	12.01712492
OR10J5	-0.236540817	0.02517464	-6.345785156	3.98E-10	8.48E-10	12.01205553
NEBL	-0.439116029	0.11058638	-6.345296026	4.00E-10	8.50E-10	12.00912573
TBX3	-0.186430669	0.232717924	-6.343909304	4.03E-10	8.57E-10	12.00082059
PRKY	1.815418667	-0.836083323	6.343479441	4.04E-10	8.59E-10	11.99824645
D21S2088E	0.414428076	0.123520776	6.343432993	4.04E-10	8.59E-10	11.99796831
CNGA2	-0.224442623	-0.082622738	-6.343137797	4.05E-10	8.61E-10	11.9962007
PEX6	-1.060079292	-0.099403836	-6.341404393	4.09E-10	8.70E-10	11.98582266
ZNF322B	-0.307039756	-0.119097247	-6.340118199	4.12E-10	8.77E-10	11.97812374
TOM1L1	0.255206091	-0.01254582	6.33876914	4.16E-10	8.84E-10	11.97005002
GATA5	0.263433962	0.159155826	6.337677113	4.19E-10	8.90E-10	11.96351568
KLHL28	0.24227494	0.039244107	6.337211503	4.20E-10	8.92E-10	11.96072992
TGM6	0.175716875	0.274462817	6.336694042	4.21E-10	8.95E-10	11.95763415
ULK4	0.257760461	0.397308635	6.336612694	4.21E-10	8.95E-10	11.95714749
LOC339622	0.338290928	-0.428138977	6.336607689	4.21E-10	8.95E-10	11.95711756
SUMO2	0.227477866	-0.006599473	6.33631631	4.22E-10	8.97E-10	11.95537447
CAPN6	0.256735261	0.062583224	6.336111222	4.23E-10	8.98E-10	11.95414763
RIC8A	-0.266414922	-0.184927187	-6.336046332	4.23E-10	8.98E-10	11.95375947
TTC33	0.4652968	-0.508721208	6.335698167	4.24E-10	9.00E-10	11.95167684
BMP3	0.298495135	-0.115365405	6.335229707	4.25E-10	9.02E-10	11.94887482
DZIP3	0.227421578	-0.025666945	6.33515709	4.25E-10	9.03E-10	11.94844049
ATIC	-0.27201306	0.058984834	-6.333939222	4.28E-10	9.09E-10	11.94115691
SFRS3	0.124677282	0.156964588	6.33177199	4.34E-10	9.21E-10	11.92819867
HEJ1	0.343462715	0.40927123	6.328894515	4.42E-10	9.38E-10	11.91099987
GNA12	-0.394913437	0.008952071	-6.326647702	4.48E-10	9.51E-10	11.89757541
PLSCR5	0.15998265	-0.053996445	6.326601407	4.48E-10	9.51E-10	11.89729885
MAN2A1	-0.218780795	0.114058795	-6.325821249	4.50E-10	9.55E-10	11.89263852
C11orf45	-0.205664034	0.167990649	-6.325530529	4.51E-10	9.57E-10	11.89090201
DAB2IP	-0.375221663	0.407252186	-6.32546118	4.51E-10	9.57E-10	11.89048779
NPBWR1	0.130371973	0.129487054	6.325131528	4.52E-10	9.59E-10	11.88851884
TAF2	0.267146139	0.008839715	6.323982553	4.55E-10	9.66E-10	11.88165695
METAP1	0.283784641	0.05585418	6.322618791	4.59E-10	9.74E-10	11.87351375
